GRAND PRIX,DATE,PTS
Brazil,25 Mar 1984,6
South Africa,07 Apr 1984,0
Belgium,29 Apr 1984,3
San Marino,06 May 1984,0
France,20 May 1984,1
Monaco,03 Jun 1984,1.5
Canada,17 Jun 1984,0
Detroit,24 Jun 1984,2
Dallas,08 Jul 1984,12
Great Britain,22 Jul 1984,0
Germany,05 Aug 1984,0
Austria,19 Aug 1984,0
Netherlands,26 Aug 1984,0
Italy,09 Sep 1984,0
Europe,07 Oct 1984,0
Portugal,21 Oct 1984,0
