GRAND PRIX,DATE,PTS
Brazil,25 Mar 1984,1
South Africa,07 Apr 1984,0
Belgium,29 Apr 1984,0
San Marino,06 May 1984,2
France,20 May 1984,0
Canada,17 Jun 1984,0
