GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,16 Mar 2014,Force India Mercedes,6,8
Malaysia,30 Mar 2014,Force India Mercedes,5,10
Bahrain,06 Apr 2014,Force India Mercedes,5,10
China,20 Apr 2014,Force India Mercedes,6,8
Spain,11 May 2014,Force India Mercedes,10,1
Monaco,25 May 2014,Force India Mercedes,5,10
Canada,08 Jun 2014,Force India Mercedes,5,10
Austria,22 Jun 2014,Force India Mercedes,9,2
Great Britain,06 Jul 2014,Force India Mercedes,8,4
Germany,20 Jul 2014,Force India Mercedes,7,6
Hungary,27 Jul 2014,Force India Mercedes,DNF,0
Belgium,24 Aug 2014,Force India Mercedes,10,1
Italy,07 Sep 2014,Force India Mercedes,12,0
Singapore,21 Sep 2014,Force India Mercedes,9,2
Japan,05 Oct 2014,Force India Mercedes,8,4
Russia,21 Oct 2014,Force India Mercedes,12,0
United States,02 Nov 2014,Force India Mercedes,DNF,0
Brazil,09 Nov 2014,Force India Mercedes,8,4
Abu Dhabi,23 Nov 2014,Force India Mercedes,6,16
