GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,16 Mar 2014,Ferrari,4,12
Malaysia,30 Mar 2014,Ferrari,4,12
Bahrain,06 Apr 2014,Ferrari,9,2
China,20 Apr 2014,Ferrari,3,15
Spain,11 May 2014,Ferrari,6,8
Monaco,25 May 2014,Ferrari,4,12
Canada,08 Jun 2014,Ferrari,6,8
Austria,22 Jun 2014,Ferrari,5,10
Great Britain,06 Jul 2014,Ferrari,6,8
Germany,20 Jul 2014,Ferrari,5,10
Hungary,27 Jul 2014,Ferrari,2,18
Belgium,24 Aug 2014,Ferrari,7,6
Italy,07 Sep 2014,Ferrari,DNF,0
Singapore,21 Sep 2014,Ferrari,4,12
Japan,05 Oct 2014,Ferrari,DNF,0
Russia,21 Oct 2014,Ferrari,6,8
United States,02 Nov 2014,Ferrari,6,8
Brazil,09 Nov 2014,Ferrari,6,8
Abu Dhabi,23 Nov 2014,Ferrari,9,4
