POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Rubens Barrichello,Ferrari,56,1:29:12.420,10
2,9,Jenson Button,BAR Honda,56,+1.035s,8
3,6,Kimi Räikkönen,McLaren Mercedes,56,+1.469s,6
4,8,Fernando Alonso,Renault,56,+32.510s,5
5,3,Juan Pablo Montoya,Williams BMW,56,+45.193s,4
6,10,Takuma Sato,BAR Honda,56,+54.791s,3
7,11,Giancarlo Fisichella,Sauber Petronas,56,+65.464s,2
8,12,Felipe Massa,Sauber Petronas,56,+80.080s,1
9,5,David Coulthard,McLaren Mercedes,56,+80.619s,0
10,14,Mark Webber,Jaguar Cosworth,55,+1 lap,0
11,7,Jacques Villeneuve,Renault,55,+1 lap,0
12,1,Michael Schumacher,Ferrari,55,+1 lap,0
13,18,Nick Heidfeld,Jordan Ford,55,+1 lap,0
14,17,Olivier Panis,Toyota,55,+1 lap,0
15,19,Timo Glock,Jordan Ford,55,+1 lap,0
16,21,Zsolt Baumgartner,Minardi Cosworth,53,+3 laps,0
NC,20,Gianmaria Bruni,Minardi Cosworth,38,DNF,0
NC,4,Ralf Schumacher,Williams BMW,37,DNF,0
NC,16,Ricardo Zonta,Toyota,35,DNF,0
NC,15,Christian Klien,Jaguar Cosworth,11,DNF,0
