POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,60,1:32:35.101,10
2,2,Rubens Barrichello,Ferrari,60,+17.989s,8
3,9,Jenson Button,BAR Honda,60,+22.533s,6
4,7,Jarno Trulli,Renault,60,+53.673s,5
5,8,Fernando Alonso,Renault,60,+60.987s,4
6,11,Giancarlo Fisichella,Sauber Petronas,60,+73.448s,3
7,14,Mark Webber,Jaguar Cosworth,60,+76.206s,2
8,3,Juan Pablo Montoya,Williams BMW,59,+1 lap,1
9,12,Felipe Massa,Sauber Petronas,59,+1 lap,0
10,18,Nick Heidfeld,Jordan Ford,59,+1 lap,0
11,17,Olivier Panis,Toyota,59,+1 lap,0
12,15,Christian Klien,Jaguar Cosworth,59,+1 lap,0
13,19,Giorgio Pantano,Jordan Ford,58,+2 laps,0
14,20,Gianmaria Bruni,Minardi Cosworth,57,+3 laps,0
15,21,Zsolt Baumgartner,Minardi Cosworth,57,+3 laps,0
NC,10,Takuma Sato,BAR Honda,47,DNF,0
NC,5,David Coulthard,McLaren Mercedes,25,DNF,0
NC,6,Kimi Räikkönen,McLaren Mercedes,9,DNF,0
NC,4,Ralf Schumacher,Williams BMW,0,DNF,0
NC,16,Cristiano da Matta,Toyota,0,DNF,0
