GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Mexico,22 Mar 1992,Jordan Yamaha,DNF,0
Brazil,05 Apr 1992,Jordan Yamaha,DNF,0
San Marino,17 May 1992,Jordan Yamaha,DNF,0
Monaco,31 May 1992,Jordan Yamaha,DNF,0
Canada,14 Jun 1992,Jordan Yamaha,DNF,0
France,05 Jul 1992,Jordan Yamaha,DNF,0
Great Britain,12 Jul 1992,Jordan Yamaha,DNF,0
Hungary,16 Aug 1992,Jordan Yamaha,DNF,0
Belgium,30 Aug 1992,Jordan Yamaha,15,0
Portugal,27 Sep 1992,Jordan Yamaha,13,0
Japan,25 Oct 1992,Jordan Yamaha,7,0
Australia,08 Nov 1992,Jordan Yamaha,6,1
