GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,01 Mar 1992,Lotus Ford,9,0
Mexico,22 Mar 1992,Lotus Ford,6,1
Brazil,05 Apr 1992,Lotus Ford,10,0
Spain,03 May 1992,Lotus Ford,DNF,0
Monaco,31 May 1992,Lotus Ford,DNF,0
Canada,14 Jun 1992,Lotus Ford,DNF,0
France,05 Jul 1992,Lotus Ford,4,3
Great Britain,12 Jul 1992,Lotus Ford,6,1
Germany,26 Jul 1992,Lotus Ford,DNF,0
Hungary,16 Aug 1992,Lotus Ford,4,3
Belgium,30 Aug 1992,Lotus Ford,6,1
Italy,13 Sep 1992,Lotus Ford,DNF,0
Portugal,27 Sep 1992,Lotus Ford,5,2
Japan,25 Oct 1992,Lotus Ford,DNF,0
Australia,08 Nov 1992,Lotus Ford,7,0
