GRAND PRIX,DATE,CAR,RACE POSITION,PTS
South Africa,01 Mar 1992,Footwork Mugen Honda,10,0
Mexico,22 Mar 1992,Footwork Mugen Honda,13,0
Brazil,05 Apr 1992,Footwork Mugen Honda,6,1
Spain,03 May 1992,Footwork Mugen Honda,5,2
San Marino,17 May 1992,Footwork Mugen Honda,5,2
Monaco,31 May 1992,Footwork Mugen Honda,7,0
Canada,14 Jun 1992,Footwork Mugen Honda,7,0
France,05 Jul 1992,Footwork Mugen Honda,7,0
Great Britain,12 Jul 1992,Footwork Mugen Honda,7,0
Germany,26 Jul 1992,Footwork Mugen Honda,9,0
Hungary,16 Aug 1992,Footwork Mugen Honda,7,0
Belgium,30 Aug 1992,Footwork Mugen Honda,DNF,0
Italy,13 Sep 1992,Footwork Mugen Honda,7,0
Portugal,27 Sep 1992,Footwork Mugen Honda,6,1
Japan,25 Oct 1992,Footwork Mugen Honda,15,0
