GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Belgium,09 Jun 1963,Porsche,6,1
Netherlands,23 Jun 1963,Porsche,9,0
Great Britain,20 Jul 1963,Porsche,10,0
Germany,04 Aug 1963,Porsche,DNF,0
United States,06 Oct 1963,Porsche,6,1
Mexico,27 Oct 1963,Porsche,10,0
South Africa,28 Dec 1963,Porsche,10,0
