GRAND PRIX,DATE,PTS
Australia,29 Mar 2009,18
Malaysia,05 Apr 2009,7
China,19 Apr 2009,11
Bahrain,26 Apr 2009,14
Spain,10 May 2009,18
Monaco,24 May 2009,18
Turkey,07 Jun 2009,10
Great Britain,21 Jun 2009,9
Germany,12 Jul 2009,7
Hungary,26 Jul 2009,2
Europe,23 Aug 2009,12
Belgium,30 Aug 2009,2
Italy,13 Sep 2009,18
Singapore,27 Sep 2009,7
Japan,04 Oct 2009,3
Brazil,18 Oct 2009,5
Abu Dhabi,01 Nov 2009,11
