GRAND PRIX,DATE,PTS
Australia,29 Mar 2009,3
Malaysia,05 Apr 2009,0.5
China,19 Apr 2009,0
Bahrain,26 Apr 2009,0
Spain,10 May 2009,1
Monaco,24 May 2009,3
Turkey,07 Jun 2009,4
Great Britain,21 Jun 2009,4
Germany,12 Jul 2009,5
Hungary,26 Jul 2009,5
Europe,23 Aug 2009,4
Belgium,30 Aug 2009,1
Italy,13 Sep 2009,0
Singapore,27 Sep 2009,0
Japan,04 Oct 2009,4
Brazil,18 Oct 2009,0
Abu Dhabi,01 Nov 2009,0
