GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,12 Mar 2006,McLaren Mercedes,3,6
Malaysia,19 Mar 2006,McLaren Mercedes,DNF,0
Australia,02 Apr 2006,McLaren Mercedes,2,8
San Marino,23 Apr 2006,McLaren Mercedes,5,4
Europe,07 May 2006,McLaren Mercedes,4,5
Spain,14 May 2006,McLaren Mercedes,5,4
Monaco,28 May 2006,McLaren Mercedes,DNF,0
Great Britain,11 Jun 2006,McLaren Mercedes,3,6
Canada,25 Jun 2006,McLaren Mercedes,3,6
United States,02 Jul 2006,McLaren Mercedes,DNF,0
France,16 Jul 2006,McLaren Mercedes,5,4
Germany,30 Jul 2006,McLaren Mercedes,3,6
Hungary,06 Aug 2006,McLaren Mercedes,DNF,0
Turkey,27 Aug 2006,McLaren Mercedes,DNF,0
Italy,10 Sep 2006,McLaren Mercedes,2,8
China,01 Oct 2006,McLaren Mercedes,DNF,0
Japan,08 Oct 2006,McLaren Mercedes,5,4
Brazil,22 Oct 2006,McLaren Mercedes,5,4
