GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,12 Mar 2006,Honda,4,5
Malaysia,19 Mar 2006,Honda,3,6
Australia,02 Apr 2006,Honda,DNF,0
San Marino,23 Apr 2006,Honda,7,2
Europe,07 May 2006,Honda,DNF,0
Spain,14 May 2006,Honda,6,3
Monaco,28 May 2006,Honda,11,0
Great Britain,11 Jun 2006,Honda,DNF,0
Canada,25 Jun 2006,Honda,9,0
United States,02 Jul 2006,Honda,DNF,0
France,16 Jul 2006,Honda,DNF,0
Germany,30 Jul 2006,Honda,4,5
Hungary,06 Aug 2006,Honda,1,10
Turkey,27 Aug 2006,Honda,4,5
Italy,10 Sep 2006,Honda,5,4
China,01 Oct 2006,Honda,4,5
Japan,08 Oct 2006,Honda,4,5
Brazil,22 Oct 2006,Honda,3,6
