GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,12 Mar 2006,Honda,15,0
Malaysia,19 Mar 2006,Honda,10,0
Australia,02 Apr 2006,Honda,7,2
San Marino,23 Apr 2006,Honda,10,0
Europe,07 May 2006,Honda,5,4
Spain,14 May 2006,Honda,7,2
Monaco,28 May 2006,Honda,4,5
Great Britain,11 Jun 2006,Honda,10,0
Canada,25 Jun 2006,Honda,DNF,0
United States,02 Jul 2006,Honda,6,3
France,16 Jul 2006,Honda,DNF,0
Germany,30 Jul 2006,Honda,DNF,0
Hungary,06 Aug 2006,Honda,4,5
Turkey,27 Aug 2006,Honda,8,1
Italy,10 Sep 2006,Honda,6,3
China,01 Oct 2006,Honda,6,3
Japan,08 Oct 2006,Honda,12,0
Brazil,22 Oct 2006,Honda,7,2
