GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,12 Mar 2006,Ferrari,9,0
Malaysia,19 Mar 2006,Ferrari,5,4
Australia,02 Apr 2006,Ferrari,DNF,0
San Marino,23 Apr 2006,Ferrari,4,5
Europe,07 May 2006,Ferrari,3,6
Spain,14 May 2006,Ferrari,4,5
Monaco,28 May 2006,Ferrari,9,0
Great Britain,11 Jun 2006,Ferrari,5,4
Canada,25 Jun 2006,Ferrari,5,4
United States,02 Jul 2006,Ferrari,2,8
France,16 Jul 2006,Ferrari,3,6
Germany,30 Jul 2006,Ferrari,2,8
Hungary,06 Aug 2006,Ferrari,7,2
Turkey,27 Aug 2006,Ferrari,1,10
Italy,10 Sep 2006,Ferrari,9,0
China,01 Oct 2006,Ferrari,DNF,0
Japan,08 Oct 2006,Ferrari,2,8
Brazil,22 Oct 2006,Ferrari,1,10
