GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,12 Mar 2006,RBR Ferrari,10,0
Malaysia,19 Mar 2006,RBR Ferrari,DNF,0
Australia,02 Apr 2006,RBR Ferrari,8,1
San Marino,23 Apr 2006,RBR Ferrari,DNF,0
Europe,07 May 2006,RBR Ferrari,DNF,0
Spain,14 May 2006,RBR Ferrari,14,0
Monaco,28 May 2006,RBR Ferrari,3,6
Great Britain,11 Jun 2006,RBR Ferrari,12,0
Canada,25 Jun 2006,RBR Ferrari,8,1
United States,02 Jul 2006,RBR Ferrari,7,2
France,16 Jul 2006,RBR Ferrari,9,0
Germany,30 Jul 2006,RBR Ferrari,11,0
Hungary,06 Aug 2006,RBR Ferrari,5,4
Turkey,27 Aug 2006,RBR Ferrari,DNF,0
Italy,10 Sep 2006,RBR Ferrari,12,0
China,01 Oct 2006,RBR Ferrari,9,0
Japan,08 Oct 2006,RBR Ferrari,DNF,0
Brazil,22 Oct 2006,RBR Ferrari,DNF,0
