GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,12 Mar 2006,Sauber BMW,12,0
Malaysia,19 Mar 2006,Sauber BMW,DNF,0
Australia,02 Apr 2006,Sauber BMW,4,5
San Marino,23 Apr 2006,Sauber BMW,13,0
Europe,07 May 2006,Sauber BMW,10,0
Spain,14 May 2006,Sauber BMW,8,1
Monaco,28 May 2006,Sauber BMW,7,2
Great Britain,11 Jun 2006,Sauber BMW,7,2
Canada,25 Jun 2006,Sauber BMW,7,2
United States,02 Jul 2006,Sauber BMW,DNF,0
France,16 Jul 2006,Sauber BMW,8,1
Germany,30 Jul 2006,Sauber BMW,DNF,0
Hungary,06 Aug 2006,Sauber BMW,3,6
Turkey,27 Aug 2006,Sauber BMW,14,0
Italy,10 Sep 2006,Sauber BMW,8,1
China,01 Oct 2006,Sauber BMW,7,2
Japan,08 Oct 2006,Sauber BMW,8,1
Brazil,22 Oct 2006,Sauber BMW,DNF,0
