GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Bahrain,12 Mar 2006,Toyota,14,0
Malaysia,19 Mar 2006,Toyota,8,1
Australia,02 Apr 2006,Toyota,3,6
San Marino,23 Apr 2006,Toyota,9,0
Europe,07 May 2006,Toyota,DNF,0
Spain,14 May 2006,Toyota,DNF,0
Monaco,28 May 2006,Toyota,8,1
Great Britain,11 Jun 2006,Toyota,DNF,0
Canada,25 Jun 2006,Toyota,DNF,0
United States,02 Jul 2006,Toyota,DNF,0
France,16 Jul 2006,Toyota,4,5
Germany,30 Jul 2006,Toyota,9,0
Hungary,06 Aug 2006,Toyota,6,3
Turkey,27 Aug 2006,Toyota,7,2
Italy,10 Sep 2006,Toyota,15,0
China,01 Oct 2006,Toyota,DNF,0
Japan,08 Oct 2006,Toyota,7,2
Brazil,22 Oct 2006,Toyota,DNF,0
