GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Renault,10,1
Bahrain,08 Apr 2018,Renault,11,0
China,15 Apr 2018,Renault,9,2
Azerbaijan,29 Apr 2018,Renault,5,10
Spain,13 May 2018,Renault,7,6
Monaco,27 May 2018,Renault,10,1
Canada,10 Jun 2018,Renault,8,4
France,24 Jun 2018,Renault,8,4
Austria,01 Jul 2018,Renault,12,0
Great Britain,08 Jul 2018,Renault,DNF,0
Germany,22 Jul 2018,Renault,12,0
Hungary,29 Jul 2018,Renault,9,2
Belgium,26 Aug 2018,Renault,11,0
Italy,02 Sep 2018,Renault,8,4
Singapore,16 Sep 2018,Renault,8,4
Russia,30 Sep 2018,Renault,17,0
Japan,07 Oct 2018,Renault,10,1
United States,21 Oct 2018,Renault,7,6
Mexico,28 Oct 2018,Renault,DNF,0
Brazil,11 Nov 2018,Renault,12,0
Abu Dhabi,25 Nov 2018,Renault,6,8
