GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Mercedes,2,18
Bahrain,08 Apr 2018,Mercedes,3,15
China,15 Apr 2018,Mercedes,4,12
Azerbaijan,29 Apr 2018,Mercedes,1,25
Spain,13 May 2018,Mercedes,1,25
Monaco,27 May 2018,Mercedes,3,15
Canada,10 Jun 2018,Mercedes,5,10
France,24 Jun 2018,Mercedes,1,25
Austria,01 Jul 2018,Mercedes,DNF,0
Great Britain,08 Jul 2018,Mercedes,2,18
Germany,22 Jul 2018,Mercedes,1,25
Hungary,29 Jul 2018,Mercedes,1,25
Belgium,26 Aug 2018,Mercedes,2,18
Italy,02 Sep 2018,Mercedes,1,25
Singapore,16 Sep 2018,Mercedes,1,25
Russia,30 Sep 2018,Mercedes,1,25
Japan,07 Oct 2018,Mercedes,1,25
United States,21 Oct 2018,Mercedes,3,15
Mexico,28 Oct 2018,Mercedes,4,12
Brazil,11 Nov 2018,Mercedes,1,25
Abu Dhabi,25 Nov 2018,Mercedes,1,25
