GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Mercedes,8,4
Bahrain,08 Apr 2018,Mercedes,2,18
China,15 Apr 2018,Mercedes,2,18
Azerbaijan,29 Apr 2018,Mercedes,DNF,0
Spain,13 May 2018,Mercedes,2,18
Monaco,27 May 2018,Mercedes,5,10
Canada,10 Jun 2018,Mercedes,2,18
France,24 Jun 2018,Mercedes,7,6
Austria,01 Jul 2018,Mercedes,DNF,0
Great Britain,08 Jul 2018,Mercedes,4,12
Germany,22 Jul 2018,Mercedes,2,18
Hungary,29 Jul 2018,Mercedes,5,10
Belgium,26 Aug 2018,Mercedes,4,12
Italy,02 Sep 2018,Mercedes,3,15
Singapore,16 Sep 2018,Mercedes,4,12
Russia,30 Sep 2018,Mercedes,2,18
Japan,07 Oct 2018,Mercedes,2,18
United States,21 Oct 2018,Mercedes,5,10
Mexico,28 Oct 2018,Mercedes,5,10
Brazil,11 Nov 2018,Mercedes,5,10
Abu Dhabi,25 Nov 2018,Mercedes,5,10
