GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Ferrari,3,15
Bahrain,08 Apr 2018,Ferrari,DNF,0
China,15 Apr 2018,Ferrari,3,15
Azerbaijan,29 Apr 2018,Ferrari,2,18
Spain,13 May 2018,Ferrari,DNF,0
Monaco,27 May 2018,Ferrari,4,12
Canada,10 Jun 2018,Ferrari,6,8
France,24 Jun 2018,Ferrari,3,15
Austria,01 Jul 2018,Ferrari,2,18
Great Britain,08 Jul 2018,Ferrari,3,15
Germany,22 Jul 2018,Ferrari,3,15
Hungary,29 Jul 2018,Ferrari,3,15
Belgium,26 Aug 2018,Ferrari,DNF,0
Italy,02 Sep 2018,Ferrari,2,18
Singapore,16 Sep 2018,Ferrari,5,10
Russia,30 Sep 2018,Ferrari,4,12
Japan,07 Oct 2018,Ferrari,5,10
United States,21 Oct 2018,Ferrari,1,25
Mexico,28 Oct 2018,Ferrari,3,15
Brazil,11 Nov 2018,Ferrari,3,15
Abu Dhabi,25 Nov 2018,Ferrari,DNF,0
