GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Ferrari,1,25
Bahrain,08 Apr 2018,Ferrari,1,25
China,15 Apr 2018,Ferrari,8,4
Azerbaijan,29 Apr 2018,Ferrari,4,12
Spain,13 May 2018,Ferrari,4,12
Monaco,27 May 2018,Ferrari,2,18
Canada,10 Jun 2018,Ferrari,1,25
France,24 Jun 2018,Ferrari,5,10
Austria,01 Jul 2018,Ferrari,3,15
Great Britain,08 Jul 2018,Ferrari,1,25
Germany,22 Jul 2018,Ferrari,DNF,0
Hungary,29 Jul 2018,Ferrari,2,18
Belgium,26 Aug 2018,Ferrari,1,25
Italy,02 Sep 2018,Ferrari,4,12
Singapore,16 Sep 2018,Ferrari,3,15
Russia,30 Sep 2018,Ferrari,3,15
Japan,07 Oct 2018,Ferrari,6,8
United States,21 Oct 2018,Ferrari,4,12
Mexico,28 Oct 2018,Ferrari,2,18
Brazil,11 Nov 2018,Ferrari,6,8
Abu Dhabi,25 Nov 2018,Ferrari,2,18
