GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Scuderia Toro Rosso Honda,DNF,0
Bahrain,08 Apr 2018,Scuderia Toro Rosso Honda,4,12
China,15 Apr 2018,Scuderia Toro Rosso Honda,18,0
Azerbaijan,29 Apr 2018,Scuderia Toro Rosso Honda,12,0
Spain,13 May 2018,Scuderia Toro Rosso Honda,DNF,0
Monaco,27 May 2018,Scuderia Toro Rosso Honda,7,6
Canada,10 Jun 2018,Scuderia Toro Rosso Honda,11,0
France,24 Jun 2018,Scuderia Toro Rosso Honda,DNF,0
Austria,01 Jul 2018,Scuderia Toro Rosso Honda,11,0
Great Britain,08 Jul 2018,Scuderia Toro Rosso Honda,13,0
Germany,22 Jul 2018,Scuderia Toro Rosso Honda,14,0
Hungary,29 Jul 2018,Scuderia Toro Rosso Honda,6,8
Belgium,26 Aug 2018,Scuderia Toro Rosso Honda,9,2
Italy,02 Sep 2018,Scuderia Toro Rosso Honda,14,0
Singapore,16 Sep 2018,Scuderia Toro Rosso Honda,13,0
Russia,30 Sep 2018,Scuderia Toro Rosso Honda,DNF,0
Japan,07 Oct 2018,Scuderia Toro Rosso Honda,11,0
United States,21 Oct 2018,Scuderia Toro Rosso Honda,12,0
Mexico,28 Oct 2018,Scuderia Toro Rosso Honda,10,1
Brazil,11 Nov 2018,Scuderia Toro Rosso Honda,13,0
Abu Dhabi,25 Nov 2018,Scuderia Toro Rosso Honda,DNF,0
