GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Force India Mercedes,11,0
Bahrain,08 Apr 2018,Force India Mercedes,16,0
China,15 Apr 2018,Force India Mercedes,12,0
Azerbaijan,29 Apr 2018,Force India Mercedes,3,15
Spain,13 May 2018,Force India Mercedes,9,2
Monaco,27 May 2018,Force India Mercedes,12,0
Canada,10 Jun 2018,Force India Mercedes,14,0
France,24 Jun 2018,Force India Mercedes,DNF,0
Austria,01 Jul 2018,Force India Mercedes,7,6
Great Britain,08 Jul 2018,Force India Mercedes,10,1
Germany,22 Jul 2018,Force India Mercedes,7,6
Hungary,29 Jul 2018,Force India Mercedes,14,0
Belgium,26 Aug 2018,Force India Mercedes,5,10
Italy,02 Sep 2018,Force India Mercedes,7,6
Singapore,16 Sep 2018,Force India Mercedes,16,0
Russia,30 Sep 2018,Force India Mercedes,10,1
Japan,07 Oct 2018,Force India Mercedes,7,6
United States,21 Oct 2018,Force India Mercedes,8,4
Mexico,28 Oct 2018,Force India Mercedes,DNF,0
Brazil,11 Nov 2018,Force India Mercedes,10,1
Abu Dhabi,25 Nov 2018,Force India Mercedes,8,4
