GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,Red Bull Racing TAG Heuer,4,12
Bahrain,08 Apr 2018,Red Bull Racing TAG Heuer,DNF,0
China,15 Apr 2018,Red Bull Racing TAG Heuer,1,25
Azerbaijan,29 Apr 2018,Red Bull Racing TAG Heuer,DNF,0
Spain,13 May 2018,Red Bull Racing TAG Heuer,5,10
Monaco,27 May 2018,Red Bull Racing TAG Heuer,1,25
Canada,10 Jun 2018,Red Bull Racing TAG Heuer,4,12
France,24 Jun 2018,Red Bull Racing TAG Heuer,4,12
Austria,01 Jul 2018,Red Bull Racing TAG Heuer,DNF,0
Great Britain,08 Jul 2018,Red Bull Racing TAG Heuer,5,10
Germany,22 Jul 2018,Red Bull Racing TAG Heuer,DNF,0
Hungary,29 Jul 2018,Red Bull Racing TAG Heuer,4,12
Belgium,26 Aug 2018,Red Bull Racing TAG Heuer,DNF,0
Italy,02 Sep 2018,Red Bull Racing TAG Heuer,DNF,0
Singapore,16 Sep 2018,Red Bull Racing TAG Heuer,6,8
Russia,30 Sep 2018,Red Bull Racing TAG Heuer,6,8
Japan,07 Oct 2018,Red Bull Racing TAG Heuer,4,12
United States,21 Oct 2018,Red Bull Racing TAG Heuer,DNF,0
Mexico,28 Oct 2018,Red Bull Racing TAG Heuer,DNF,0
Brazil,11 Nov 2018,Red Bull Racing TAG Heuer,4,12
Abu Dhabi,25 Nov 2018,Red Bull Racing TAG Heuer,4,12
