GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,25 Mar 2018,McLaren Renault,5,10
Bahrain,08 Apr 2018,McLaren Renault,7,6
China,15 Apr 2018,McLaren Renault,7,6
Azerbaijan,29 Apr 2018,McLaren Renault,7,6
Spain,13 May 2018,McLaren Renault,8,4
Monaco,27 May 2018,McLaren Renault,DNF,0
Canada,10 Jun 2018,McLaren Renault,DNF,0
France,24 Jun 2018,McLaren Renault,DNF,0
Austria,01 Jul 2018,McLaren Renault,8,4
Great Britain,08 Jul 2018,McLaren Renault,8,4
Germany,22 Jul 2018,McLaren Renault,DNF,0
Hungary,29 Jul 2018,McLaren Renault,8,4
Belgium,26 Aug 2018,McLaren Renault,DNF,0
Italy,02 Sep 2018,McLaren Renault,DNF,0
Singapore,16 Sep 2018,McLaren Renault,7,6
Russia,30 Sep 2018,McLaren Renault,14,0
Japan,07 Oct 2018,McLaren Renault,14,0
United States,21 Oct 2018,McLaren Renault,DNF,0
Mexico,28 Oct 2018,McLaren Renault,DNF,0
Brazil,11 Nov 2018,McLaren Renault,17,0
Abu Dhabi,25 Nov 2018,McLaren Renault,11,0
