GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,29 Mar 2009,McLaren Mercedes,DSQ,0
Malaysia,05 Apr 2009,McLaren Mercedes,7,1
China,19 Apr 2009,McLaren Mercedes,6,3
Bahrain,26 Apr 2009,McLaren Mercedes,4,5
Spain,10 May 2009,McLaren Mercedes,9,0
Monaco,24 May 2009,McLaren Mercedes,12,0
Turkey,07 Jun 2009,McLaren Mercedes,13,0
Great Britain,21 Jun 2009,McLaren Mercedes,16,0
Germany,12 Jul 2009,McLaren Mercedes,18,0
Hungary,26 Jul 2009,McLaren Mercedes,1,10
Europe,23 Aug 2009,McLaren Mercedes,2,8
Belgium,30 Aug 2009,McLaren Mercedes,DNF,0
Italy,13 Sep 2009,McLaren Mercedes,DNF,0
Singapore,27 Sep 2009,McLaren Mercedes,1,10
Japan,04 Oct 2009,McLaren Mercedes,3,6
Brazil,18 Oct 2009,McLaren Mercedes,3,6
Abu Dhabi,01 Nov 2009,McLaren Mercedes,DNF,0
