GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,29 Mar 2009,Sauber BMW,10,0
Malaysia,05 Apr 2009,Sauber BMW,2,4
China,19 Apr 2009,Sauber BMW,12,0
Bahrain,26 Apr 2009,Sauber BMW,19,0
Spain,10 May 2009,Sauber BMW,7,2
Monaco,24 May 2009,Sauber BMW,11,0
Turkey,07 Jun 2009,Sauber BMW,11,0
Great Britain,21 Jun 2009,Sauber BMW,15,0
Germany,12 Jul 2009,Sauber BMW,10,0
Hungary,26 Jul 2009,Sauber BMW,11,0
Europe,23 Aug 2009,Sauber BMW,11,0
Belgium,30 Aug 2009,Sauber BMW,5,4
Italy,13 Sep 2009,Sauber BMW,7,2
Singapore,27 Sep 2009,Sauber BMW,DNF,0
Japan,04 Oct 2009,Sauber BMW,6,3
Brazil,18 Oct 2009,Sauber BMW,DNF,0
Abu Dhabi,01 Nov 2009,Sauber BMW,5,4
