GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,29 Mar 2009,STR Ferrari,7,2
Malaysia,05 Apr 2009,STR Ferrari,DNF,0
China,19 Apr 2009,STR Ferrari,8,1
Bahrain,26 Apr 2009,STR Ferrari,17,0
Spain,10 May 2009,STR Ferrari,DNF,0
Monaco,24 May 2009,STR Ferrari,DNF,0
Turkey,07 Jun 2009,STR Ferrari,15,0
Great Britain,21 Jun 2009,STR Ferrari,18,0
Germany,12 Jul 2009,STR Ferrari,16,0
Hungary,26 Jul 2009,STR Ferrari,16,0
Europe,23 Aug 2009,STR Ferrari,DNF,0
Belgium,30 Aug 2009,STR Ferrari,12,0
Italy,13 Sep 2009,STR Ferrari,DNF,0
Singapore,27 Sep 2009,STR Ferrari,DNF,0
Japan,04 Oct 2009,STR Ferrari,DNF,0
Brazil,18 Oct 2009,STR Ferrari,7,2
Abu Dhabi,01 Nov 2009,STR Ferrari,8,1
