GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,29 Mar 2009,Brawn Mercedes,2,8
Malaysia,05 Apr 2009,Brawn Mercedes,5,2
China,19 Apr 2009,Brawn Mercedes,4,5
Bahrain,26 Apr 2009,Brawn Mercedes,5,4
Spain,10 May 2009,Brawn Mercedes,2,8
Monaco,24 May 2009,Brawn Mercedes,2,8
Turkey,07 Jun 2009,Brawn Mercedes,DNF,0
Great Britain,21 Jun 2009,Brawn Mercedes,3,6
Germany,12 Jul 2009,Brawn Mercedes,6,3
Hungary,26 Jul 2009,Brawn Mercedes,10,0
Europe,23 Aug 2009,Brawn Mercedes,1,10
Belgium,30 Aug 2009,Brawn Mercedes,7,2
Italy,13 Sep 2009,Brawn Mercedes,1,10
Singapore,27 Sep 2009,Brawn Mercedes,6,3
Japan,04 Oct 2009,Brawn Mercedes,7,2
Brazil,18 Oct 2009,Brawn Mercedes,8,1
Abu Dhabi,01 Nov 2009,Brawn Mercedes,4,5
