GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,29 Mar 2009,Ferrari,DNF,0
Malaysia,05 Apr 2009,Ferrari,14,0
China,19 Apr 2009,Ferrari,10,0
Bahrain,26 Apr 2009,Ferrari,6,3
Spain,10 May 2009,Ferrari,DNF,0
Monaco,24 May 2009,Ferrari,3,6
Turkey,07 Jun 2009,Ferrari,9,0
Great Britain,21 Jun 2009,Ferrari,8,1
Germany,12 Jul 2009,Ferrari,DNF,0
Hungary,26 Jul 2009,Ferrari,2,8
Europe,23 Aug 2009,Ferrari,3,6
Belgium,30 Aug 2009,Ferrari,1,10
Italy,13 Sep 2009,Ferrari,3,6
Singapore,27 Sep 2009,Ferrari,10,0
Japan,04 Oct 2009,Ferrari,4,5
Brazil,18 Oct 2009,Ferrari,6,3
Abu Dhabi,01 Nov 2009,Ferrari,12,0
