GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,29 Mar 2009,Sauber BMW,DNF,0
Malaysia,05 Apr 2009,Sauber BMW,DNF,0
China,19 Apr 2009,Sauber BMW,13,0
Bahrain,26 Apr 2009,Sauber BMW,18,0
Spain,10 May 2009,Sauber BMW,11,0
Monaco,24 May 2009,Sauber BMW,DNF,0
Turkey,07 Jun 2009,Sauber BMW,7,2
Great Britain,21 Jun 2009,Sauber BMW,13,0
Germany,12 Jul 2009,Sauber BMW,14,0
Hungary,26 Jul 2009,Sauber BMW,13,0
Europe,23 Aug 2009,Sauber BMW,8,1
Belgium,30 Aug 2009,Sauber BMW,4,5
Italy,13 Sep 2009,Sauber BMW,DNF,0
Singapore,27 Sep 2009,Sauber BMW,8,1
Japan,04 Oct 2009,Sauber BMW,9,0
Brazil,18 Oct 2009,Sauber BMW,2,8
Abu Dhabi,01 Nov 2009,Sauber BMW,10,0
