GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,29 Mar 2009,Brawn Mercedes,1,10
Malaysia,05 Apr 2009,Brawn Mercedes,1,5
China,19 Apr 2009,Brawn Mercedes,3,6
Bahrain,26 Apr 2009,Brawn Mercedes,1,10
Spain,10 May 2009,Brawn Mercedes,1,10
Monaco,24 May 2009,Brawn Mercedes,1,10
Turkey,07 Jun 2009,Brawn Mercedes,1,10
Great Britain,21 Jun 2009,Brawn Mercedes,6,3
Germany,12 Jul 2009,Brawn Mercedes,5,4
Hungary,26 Jul 2009,Brawn Mercedes,7,2
Europe,23 Aug 2009,Brawn Mercedes,7,2
Belgium,30 Aug 2009,Brawn Mercedes,DNF,0
Italy,13 Sep 2009,Brawn Mercedes,2,8
Singapore,27 Sep 2009,Brawn Mercedes,5,4
Japan,04 Oct 2009,Brawn Mercedes,8,1
Brazil,18 Oct 2009,Brawn Mercedes,5,4
Abu Dhabi,01 Nov 2009,Brawn Mercedes,3,6
