GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,12 Mar 2000,Ferrari,2,6
Brazil,26 Mar 2000,Ferrari,DNF,0
San Marino,09 Apr 2000,Ferrari,4,3
Great Britain,23 Apr 2000,Ferrari,DNF,0
Spain,07 May 2000,Ferrari,3,4
Europe,21 May 2000,Ferrari,4,3
Monaco,04 Jun 2000,Ferrari,2,6
Canada,18 Jun 2000,Ferrari,2,6
France,02 Jul 2000,Ferrari,3,4
Austria,16 Jul 2000,Ferrari,3,4
Germany,30 Jul 2000,Ferrari,1,10
Hungary,13 Aug 2000,Ferrari,4,3
Belgium,27 Aug 2000,Ferrari,DNF,0
Italy,10 Sep 2000,Ferrari,DNF,0
United States,24 Sep 2000,Ferrari,2,6
Japan,08 Oct 2000,Ferrari,4,3
Malaysia,22 Oct 2000,Ferrari,3,4
