GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,12 Mar 2000,BAR Honda,4,3
Brazil,26 Mar 2000,BAR Honda,DNF,0
San Marino,09 Apr 2000,BAR Honda,5,2
Great Britain,23 Apr 2000,BAR Honda,DNF,0
Spain,07 May 2000,BAR Honda,DNF,0
Europe,21 May 2000,BAR Honda,DNF,0
Monaco,04 Jun 2000,BAR Honda,7,0
Canada,18 Jun 2000,BAR Honda,DNF,0
France,02 Jul 2000,BAR Honda,4,3
Austria,16 Jul 2000,BAR Honda,4,3
Germany,30 Jul 2000,BAR Honda,8,0
Hungary,13 Aug 2000,BAR Honda,12,0
Belgium,27 Aug 2000,BAR Honda,7,0
Italy,10 Sep 2000,BAR Honda,DNF,0
United States,24 Sep 2000,BAR Honda,4,3
Japan,08 Oct 2000,BAR Honda,6,1
Malaysia,22 Oct 2000,BAR Honda,5,2
