GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,12 Mar 2000,McLaren Mercedes,DNF,0
Brazil,26 Mar 2000,McLaren Mercedes,DNF,0
San Marino,09 Apr 2000,McLaren Mercedes,2,6
Great Britain,23 Apr 2000,McLaren Mercedes,2,6
Spain,07 May 2000,McLaren Mercedes,1,10
Europe,21 May 2000,McLaren Mercedes,2,6
Monaco,04 Jun 2000,McLaren Mercedes,6,1
Canada,18 Jun 2000,McLaren Mercedes,4,3
France,02 Jul 2000,McLaren Mercedes,2,6
Austria,16 Jul 2000,McLaren Mercedes,1,10
Germany,30 Jul 2000,McLaren Mercedes,2,6
Hungary,13 Aug 2000,McLaren Mercedes,1,10
Belgium,27 Aug 2000,McLaren Mercedes,1,10
Italy,10 Sep 2000,McLaren Mercedes,2,6
United States,24 Sep 2000,McLaren Mercedes,DNF,0
Japan,08 Oct 2000,McLaren Mercedes,2,6
Malaysia,22 Oct 2000,McLaren Mercedes,4,3
