GRAND PRIX,DRIVER,CAR,TIME
Argentina,Jose Froilan Gonzalez,Ferrari,1:48.200
Indianapolis 500,Jack McGrath,Kurtis Kraft Offenhauser,1:04.040
Belgium,Juan Manuel Fangio,Maserati,4:25.500
France,Hans Herrmann,Mercedes-Benz,2:32.900
Great Britain,Alberto Ascari,Maserati,1:50.000
Germany,Karl Kling,Mercedes-Benz,9:55.100
Switzerland,Juan Manuel Fangio,Mercedes-Benz,2:39.700
Italy,Jose Froilan Gonzalez,Ferrari,2:00.800
Spain,Alberto Ascari,Lancia,2:20.400
