POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,38,Mike Hawthorn,Ferrari,80,3:13:52.100,8
2,14,Luigi Musso,Maserati,80,+73.200s,6
3,2,Juan Manuel Fangio,Mercedes-Benz,79,+1 lap,4
4,10,Roberto Mieres,Maserati,79,+1 lap,3
5,4,Karl Kling,Mercedes-Benz,79,+1 lap,2
6,16,Paco Godia,Maserati,76,+4 laps,0
7,26,Louis Rosier,Maserati,74,+6 laps,0
8,28,Ken Wharton,Maserati,74,+6 laps,0
9,18,Prince Bira,Maserati,68,+12 laps,0
NC,12,Sergio Mantovani,Maserati,58,DNF,0
NC,22,Toulo de Graffenried,Maserati,,SHC,0
NC,22,Ottorino Volonterio,Maserati,57,DNF,0
NC,6,Hans Herrmann,Mercedes-Benz,50,DNF,0
NC,40,Maurice Trintignant,Ferrari,47,DNF,0
NC,48,Jacques Pollet,Gordini,37,DNF,0
NC,24,Harry Schell,Maserati,29,DNF,0
NC,8,Stirling Moss,Maserati,20,DNF,0
NC,46,Jean Behra,Gordini,17,DNF,0
NC,30,Jacques Swaters,Ferrari,16,DNF,0
NC,34,Alberto Ascari,Lancia,10,DNF,1
NC,36,Luigi Villoresi,Lancia,2,DNF,0
NC,20,Robert Manzon,Ferrari,2,DNF,0
