GRAND PRIX,DRIVER,CAR,TIME
Monaco,Lorenzo Bandini,Ferrari,1:29.800
Belgium,John Surtees,Ferrari,4:18.700
France,Lorenzo Bandini,Ferrari,2:11.300
Great Britain,Jack Brabham,Brabham Climax,1:37.000
Netherlands,Denny Hulme,Brabham Climax,1:30.600
Germany,John Surtees,Cooper Maserati,8:49.000
Italy,Ludovico Scarfiotti,Ferrari,1:32.400
United States,John Surtees,Cooper Maserati,1:09.670
Mexico,Richie Ginther,Honda,1:53.750
