GRAND PRIX,DRIVER,CAR,TIME
South Africa,Denny Hulme,Brabham Repco,1:29.900
Monaco,Jim Clark,Lotus Climax,1:29.500
Netherlands,Jim Clark,Lotus Climax,1:28.080
Belgium,Dan Gurney,Eagle Climax,3:31.900
France,Graham Hill,Lotus Climax,1:36.700
Great Britain,Denny Hulme,Brabham Repco,1:27.000
Germany,Dan Gurney,Eagle Climax,8:15.100
Canada,Jim Clark,Lotus Climax,1:23.100
Italy,Jim Clark,Lotus Climax,1:28.500
United States,Graham Hill,Lotus Climax,1:06.000
Mexico,Jim Clark,Lotus Climax,1:48.130
