POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Juan Manuel Fangio,Ferrari,22,3:38:43.700,9
2,7,Stirling Moss,Maserati,22,+46.400s,6
3,6,Jean Behra,Maserati,22,+458.300s,4
4,20,Paco Godia,Maserati,20,+2 laps,3
DQ,21,Bruce Halford,Maserati,20,+2 laps,0
5,15,Louis Rosier,Maserati,19,+3 laps,2
NC,22,Ottorino Volonterio,Maserati,16,+6 laps,0
NC,11,Andre Milhoux,Gordini,15,DNF,0
NC,5,Alfonso de Portago,Ferrari,,SHC,0
NC,5,Peter Collins,Ferrari,14,DNF,0
NC,18,Luigi Villoresi,Maserati,13,DNF,0
NC,12,Harry Schell,Maserati,13,DNF,0
NC,4,Luigi Musso,Ferrari,,SHC,0
NC,4,Eugenio Castellotti,Ferrari,11,DNF,0
NC,2,Peter Collins,Ferrari,8,DNF,0
NC,3,Eugenio Castellotti,Ferrari,5,DNF,0
NC,8,Umberto Maglioli,Maserati,3,DNF,0
NC,19,Horace Gould,Maserati,3,DNF,0
NC,16,Roy Salvadori,Maserati,2,DNF,0
NC,10,Robert Manzon,Gordini,0,DNF,0
NC,14,Giorgio Scarlatti,Ferrari,0,DNF,0
