GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,20 Mar 2016,Mercedes,1,25
Bahrain,03 Apr 2016,Mercedes,1,25
China,17 Apr 2016,Mercedes,1,25
Russia,01 May 2016,Mercedes,1,25
Spain,15 May 2016,Mercedes,DNF,0
Monaco,29 May 2016,Mercedes,7,6
Canada,12 Jun 2016,Mercedes,5,10
Europe,19 Jun 2016,Mercedes,1,25
Austria,03 Jul 2016,Mercedes,4,12
Great Britain,10 Jul 2016,Mercedes,3,15
Hungary,24 Jul 2016,Mercedes,2,18
Germany,31 Jul 2016,Mercedes,4,12
Belgium,28 Aug 2016,Mercedes,1,25
Italy,04 Sep 2016,Mercedes,1,25
Singapore,18 Sep 2016,Mercedes,1,25
Malaysia,02 Oct 2016,Mercedes,3,15
Japan,09 Oct 2016,Mercedes,1,25
United States,23 Oct 2016,Mercedes,2,18
Mexico,30 Oct 2016,Mercedes,2,18
Brazil,13 Nov 2016,Mercedes,2,18
Abu Dhabi,27 Nov 2016,Mercedes,2,18
