GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,20 Mar 2016,Ferrari,3,15
Bahrain,03 Apr 2016,Ferrari,DNS,0
China,17 Apr 2016,Ferrari,2,18
Russia,01 May 2016,Ferrari,DNF,0
Spain,15 May 2016,Ferrari,3,15
Monaco,29 May 2016,Ferrari,4,12
Canada,12 Jun 2016,Ferrari,2,18
Europe,19 Jun 2016,Ferrari,2,18
Austria,03 Jul 2016,Ferrari,DNF,0
Great Britain,10 Jul 2016,Ferrari,9,2
Hungary,24 Jul 2016,Ferrari,4,12
Germany,31 Jul 2016,Ferrari,5,10
Belgium,28 Aug 2016,Ferrari,6,8
Italy,04 Sep 2016,Ferrari,3,15
Singapore,18 Sep 2016,Ferrari,5,10
Malaysia,02 Oct 2016,Ferrari,DNF,0
Japan,09 Oct 2016,Ferrari,4,12
United States,23 Oct 2016,Ferrari,4,12
Mexico,30 Oct 2016,Ferrari,5,10
Brazil,13 Nov 2016,Ferrari,5,10
Abu Dhabi,27 Nov 2016,Ferrari,3,15
