GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,20 Mar 2016,Ferrari,DNF,0
Bahrain,03 Apr 2016,Ferrari,2,18
China,17 Apr 2016,Ferrari,5,10
Russia,01 May 2016,Ferrari,3,15
Spain,15 May 2016,Ferrari,2,18
Monaco,29 May 2016,Ferrari,DNF,0
Canada,12 Jun 2016,Ferrari,6,8
Europe,19 Jun 2016,Ferrari,4,12
Austria,03 Jul 2016,Ferrari,3,15
Great Britain,10 Jul 2016,Ferrari,5,10
Hungary,24 Jul 2016,Ferrari,6,8
Germany,31 Jul 2016,Ferrari,6,8
Belgium,28 Aug 2016,Ferrari,9,2
Italy,04 Sep 2016,Ferrari,4,12
Singapore,18 Sep 2016,Ferrari,4,12
Malaysia,02 Oct 2016,Ferrari,4,12
Japan,09 Oct 2016,Ferrari,5,10
United States,23 Oct 2016,Ferrari,DNF,0
Mexico,30 Oct 2016,Ferrari,6,8
Brazil,13 Nov 2016,Ferrari,DNF,0
Abu Dhabi,27 Nov 2016,Ferrari,6,8
