GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,20 Mar 2016,Toro Rosso Ferrari,10,1
Bahrain,03 Apr 2016,Toro Rosso Ferrari,6,8
China,17 Apr 2016,Toro Rosso Ferrari,8,4
Russia,01 May 2016,Toro Rosso Ferrari,DNF,0
Spain,15 May 2016,Red Bull Racing TAG Heuer,1,25
Monaco,29 May 2016,Red Bull Racing TAG Heuer,DNF,0
Canada,12 Jun 2016,Red Bull Racing TAG Heuer,4,12
Europe,19 Jun 2016,Red Bull Racing TAG Heuer,8,4
Austria,03 Jul 2016,Red Bull Racing TAG Heuer,2,18
Great Britain,10 Jul 2016,Red Bull Racing TAG Heuer,2,18
Hungary,24 Jul 2016,Red Bull Racing TAG Heuer,5,10
Germany,31 Jul 2016,Red Bull Racing TAG Heuer,3,15
Belgium,28 Aug 2016,Red Bull Racing TAG Heuer,11,0
Italy,04 Sep 2016,Red Bull Racing TAG Heuer,7,6
Singapore,18 Sep 2016,Red Bull Racing TAG Heuer,6,8
Malaysia,02 Oct 2016,Red Bull Racing TAG Heuer,2,18
Japan,09 Oct 2016,Red Bull Racing TAG Heuer,2,18
United States,23 Oct 2016,Red Bull Racing TAG Heuer,DNF,0
Mexico,30 Oct 2016,Red Bull Racing TAG Heuer,4,12
Brazil,13 Nov 2016,Red Bull Racing TAG Heuer,3,15
Abu Dhabi,27 Nov 2016,Red Bull Racing TAG Heuer,4,12
