GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,20 Mar 2016,Force India Mercedes,13,0
Bahrain,03 Apr 2016,Force India Mercedes,16,0
China,17 Apr 2016,Force India Mercedes,11,0
Russia,01 May 2016,Force India Mercedes,9,2
Spain,15 May 2016,Force India Mercedes,7,6
Monaco,29 May 2016,Force India Mercedes,3,15
Canada,12 Jun 2016,Force India Mercedes,10,1
Europe,19 Jun 2016,Force India Mercedes,3,15
Austria,03 Jul 2016,Force India Mercedes,DNF,0
Great Britain,10 Jul 2016,Force India Mercedes,6,8
Hungary,24 Jul 2016,Force India Mercedes,11,0
Germany,31 Jul 2016,Force India Mercedes,10,1
Belgium,28 Aug 2016,Force India Mercedes,5,10
Italy,04 Sep 2016,Force India Mercedes,8,4
Singapore,18 Sep 2016,Force India Mercedes,8,4
Malaysia,02 Oct 2016,Force India Mercedes,6,8
Japan,09 Oct 2016,Force India Mercedes,7,6
United States,23 Oct 2016,Force India Mercedes,8,4
Mexico,30 Oct 2016,Force India Mercedes,10,1
Brazil,13 Nov 2016,Force India Mercedes,4,12
Abu Dhabi,27 Nov 2016,Force India Mercedes,8,4
