GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,20 Mar 2016,Mercedes,2,18
Bahrain,03 Apr 2016,Mercedes,3,15
China,17 Apr 2016,Mercedes,7,6
Russia,01 May 2016,Mercedes,2,18
Spain,15 May 2016,Mercedes,DNF,0
Monaco,29 May 2016,Mercedes,1,25
Canada,12 Jun 2016,Mercedes,1,25
Europe,19 Jun 2016,Mercedes,5,10
Austria,03 Jul 2016,Mercedes,1,25
Great Britain,10 Jul 2016,Mercedes,1,25
Hungary,24 Jul 2016,Mercedes,1,25
Germany,31 Jul 2016,Mercedes,1,25
Belgium,28 Aug 2016,Mercedes,3,15
Italy,04 Sep 2016,Mercedes,2,18
Singapore,18 Sep 2016,Mercedes,3,15
Malaysia,02 Oct 2016,Mercedes,DNF,0
Japan,09 Oct 2016,Mercedes,3,15
United States,23 Oct 2016,Mercedes,1,25
Mexico,30 Oct 2016,Mercedes,1,25
Brazil,13 Nov 2016,Mercedes,1,25
Abu Dhabi,27 Nov 2016,Mercedes,1,25
