GRAND PRIX,DATE,PTS
South Africa,06 Mar 1971,0
Spain,18 Apr 1971,0
Monaco,23 May 1971,1
Netherlands,20 Jun 1971,2
France,04 Jul 1971,0
Great Britain,17 Jul 1971,2
Germany,01 Aug 1971,0
Austria,15 Aug 1971,0
Italy,05 Sep 1971,3
Canada,19 Sep 1971,0
United States,03 Oct 1971,0
