GRAND PRIX,DATE,PTS
South Africa,06 Mar 1971,6
Spain,18 Apr 1971,9
Monaco,23 May 1971,9
Netherlands,20 Jun 1971,0
France,04 Jul 1971,9
Great Britain,17 Jul 1971,9
Germany,01 Aug 1971,9
Austria,15 Aug 1971,0
Italy,05 Sep 1971,4
Canada,19 Sep 1971,9
United States,03 Oct 1971,9
