GRAND PRIX,DATE,PTS
South Africa,14 Mar 1993,10
Brazil,28 Mar 1993,6
Europe,11 Apr 1993,10
San Marino,25 Apr 1993,10
Spain,09 May 1993,10
Monaco,23 May 1993,9
Canada,13 Jun 1993,14
France,04 Jul 1993,16
Great Britain,11 Jul 1993,10
Germany,25 Jul 1993,10
Hungary,15 Aug 1993,10
Belgium,29 Aug 1993,14
Italy,12 Sep 1993,10
Portugal,26 Sep 1993,10
Japan,24 Oct 1993,9
Australia,07 Nov 1993,10
