GRAND PRIX,DATE,PTS
South Africa,14 Mar 1993,0
Brazil,28 Mar 1993,4
Europe,11 Apr 1993,2
San Marino,25 Apr 1993,6
Spain,09 May 1993,7
Monaco,23 May 1993,0
Canada,13 Jun 1993,6
France,04 Jul 1993,4
Great Britain,11 Jul 1993,10
Germany,25 Jul 1993,8
Hungary,15 Aug 1993,6
Belgium,29 Aug 1993,7
Italy,12 Sep 1993,2
Portugal,26 Sep 1993,10
Japan,24 Oct 1993,0
Australia,07 Nov 1993,0
