GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,09 Jan 1977,Surtees Ford,DNF,0
Brazil,23 Jan 1977,Surtees Ford,DNF,0
South Africa,05 Mar 1977,Surtees Ford,7,0
USA West,03 Apr 1977,Surtees Ford,DNF,0
Spain,08 May 1977,Surtees Ford,DNF,0
Monaco,22 May 1977,Surtees Ford,8,0
Belgium,05 Jun 1977,Surtees Ford,4,3
Sweden,19 Jun 1977,Surtees Ford,DNF,0
France,03 Jul 1977,Surtees Ford,13,0
Great Britain,16 Jul 1977,Surtees Ford,8,0
Germany,31 Jul 1977,Surtees Ford,5,2
Austria,14 Aug 1977,Surtees Ford,15,0
Netherlands,28 Aug 1977,Surtees Ford,DNF,0
Italy,11 Sep 1977,Surtees Ford,DNF,0
USA East,02 Oct 1977,Surtees Ford,19,0
Canada,09 Oct 1977,Surtees Ford,DNF,1
Japan,23 Oct 1977,Surtees Ford,8,0
