GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,09 Jan 1977,Ligier Matra,DNC,0
Brazil,23 Jan 1977,Ligier Matra,DNF,0
South Africa,05 Mar 1977,Ligier Matra,DNF,0
USA West,03 Apr 1977,Ligier Matra,DNF,0
Spain,08 May 1977,Ligier Matra,7,0
Monaco,22 May 1977,Ligier Matra,7,0
Belgium,05 Jun 1977,Ligier Matra,DNF,0
Sweden,19 Jun 1977,Ligier Matra,1,9
France,03 Jul 1977,Ligier Matra,8,0
Great Britain,16 Jul 1977,Ligier Matra,6,1
Germany,31 Jul 1977,Ligier Matra,DNF,0
Austria,14 Aug 1977,Ligier Matra,DNF,0
Netherlands,28 Aug 1977,Ligier Matra,2,6
Italy,11 Sep 1977,Ligier Matra,8,0
USA East,02 Oct 1977,Ligier Matra,7,0
Canada,09 Oct 1977,Ligier Matra,DNF,0
Japan,23 Oct 1977,Ligier Matra,DNF,2
