GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,09 Jan 1977,Ferrari,3,4
Brazil,23 Jan 1977,Ferrari,1,9
South Africa,05 Mar 1977,Ferrari,8,0
USA West,03 Apr 1977,Ferrari,DNF,0
Spain,08 May 1977,Ferrari,2,6
Monaco,22 May 1977,Ferrari,3,4
Belgium,05 Jun 1977,Ferrari,DNF,0
Sweden,19 Jun 1977,Ferrari,3,4
France,03 Jul 1977,Ferrari,6,1
Great Britain,16 Jul 1977,Ferrari,15,0
Germany,31 Jul 1977,Ferrari,4,3
Austria,14 Aug 1977,Ferrari,4,3
Netherlands,28 Aug 1977,Ferrari,6,1
Italy,11 Sep 1977,Ferrari,DNF,0
USA East,02 Oct 1977,Ferrari,6,1
Canada,09 Oct 1977,Ferrari,DNF,0
Japan,23 Oct 1977,Ferrari,2,6
