GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,09 Jan 1977,Brabham Alfa Romeo,DNF,0
Brazil,23 Jan 1977,Brabham Alfa Romeo,DNF,0
South Africa,05 Mar 1977,Brabham Alfa Romeo,6,1
USA West,03 Apr 1977,Brabham Alfa Romeo,DSQ,0
Spain,08 May 1977,Brabham Alfa Romeo,DNF,0
Monaco,22 May 1977,Brabham Alfa Romeo,DNF,0
Belgium,05 Jun 1977,Brabham Alfa Romeo,DNF,0
Sweden,19 Jun 1977,Brabham Alfa Romeo,5,2
France,03 Jul 1977,Brabham Alfa Romeo,2,6
Great Britain,16 Jul 1977,Brabham Alfa Romeo,DNF,0
Germany,31 Jul 1977,Brabham Alfa Romeo,DNF,0
Austria,14 Aug 1977,Brabham Alfa Romeo,8,0
Netherlands,28 Aug 1977,Brabham Alfa Romeo,DNF,0
Italy,11 Sep 1977,Brabham Alfa Romeo,DNF,0
USA East,02 Oct 1977,Brabham Alfa Romeo,12,0
Canada,09 Oct 1977,Brabham Alfa Romeo,DNF,0
Japan,23 Oct 1977,Brabham Alfa Romeo,DNF,0
