GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Argentina,09 Jan 1977,McLaren Ford,DNF,0
Brazil,23 Jan 1977,McLaren Ford,DNF,0
South Africa,05 Mar 1977,McLaren Ford,5,2
USA West,03 Apr 1977,McLaren Ford,DNF,0
Spain,08 May 1977,McLaren Ford,4,3
Monaco,22 May 1977,McLaren Ford,4,3
Belgium,05 Jun 1977,McLaren Ford,DNF,0
Sweden,19 Jun 1977,McLaren Ford,2,6
France,03 Jul 1977,McLaren Ford,9,0
Great Britain,16 Jul 1977,McLaren Ford,4,3
Germany,31 Jul 1977,McLaren Ford,DNF,0
Austria,14 Aug 1977,McLaren Ford,6,1
Netherlands,28 Aug 1977,McLaren Ford,DNF,0
Italy,11 Sep 1977,McLaren Ford,4,3
USA East,02 Oct 1977,McLaren Ford,DNF,0
Canada,09 Oct 1977,McLaren Ford,3,4
Japan,23 Oct 1977,McLaren Ford,DNF,0
