GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,27 Mar 2011,Ferrari,7,6
Malaysia,10 Apr 2011,Ferrari,5,10
China,17 Apr 2011,Ferrari,6,8
Turkey,08 May 2011,Ferrari,11,0
Spain,22 May 2011,Ferrari,DNF,0
Monaco,29 May 2011,Ferrari,DNF,0
Canada,12 Jun 2011,Ferrari,6,8
Europe,26 Jun 2011,Ferrari,5,10
Great Britain,10 Jul 2011,Ferrari,5,10
Germany,24 Jul 2011,Ferrari,5,10
Hungary,31 Jul 2011,Ferrari,6,8
Belgium,28 Aug 2011,Ferrari,8,4
Italy,11 Sep 2011,Ferrari,6,8
Singapore,25 Sep 2011,Ferrari,9,2
Japan,09 Oct 2011,Ferrari,7,6
South Korea,16 Oct 2011,Ferrari,6,8
India,30 Oct 2011,Ferrari,DNF,0
Abu Dhabi,13 Nov 2011,Ferrari,5,10
Brazil,27 Nov 2011,Ferrari,5,10
