GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,27 Mar 2011,McLaren Mercedes,6,8
Malaysia,10 Apr 2011,McLaren Mercedes,2,18
China,17 Apr 2011,McLaren Mercedes,4,12
Turkey,08 May 2011,McLaren Mercedes,6,8
Spain,22 May 2011,McLaren Mercedes,3,15
Monaco,29 May 2011,McLaren Mercedes,3,15
Canada,12 Jun 2011,McLaren Mercedes,1,25
Europe,26 Jun 2011,McLaren Mercedes,6,8
Great Britain,10 Jul 2011,McLaren Mercedes,DNF,0
Germany,24 Jul 2011,McLaren Mercedes,DNF,0
Hungary,31 Jul 2011,McLaren Mercedes,1,25
Belgium,28 Aug 2011,McLaren Mercedes,3,15
Italy,11 Sep 2011,McLaren Mercedes,2,18
Singapore,25 Sep 2011,McLaren Mercedes,2,18
Japan,09 Oct 2011,McLaren Mercedes,1,25
South Korea,16 Oct 2011,McLaren Mercedes,4,12
India,30 Oct 2011,McLaren Mercedes,2,18
Abu Dhabi,13 Nov 2011,McLaren Mercedes,3,15
Brazil,27 Nov 2011,McLaren Mercedes,3,15
