GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,27 Mar 2011,Mercedes,DNF,0
Malaysia,10 Apr 2011,Mercedes,9,2
China,17 Apr 2011,Mercedes,8,4
Turkey,08 May 2011,Mercedes,12,0
Spain,22 May 2011,Mercedes,6,8
Monaco,29 May 2011,Mercedes,DNF,0
Canada,12 Jun 2011,Mercedes,4,12
Europe,26 Jun 2011,Mercedes,17,0
Great Britain,10 Jul 2011,Mercedes,9,2
Germany,24 Jul 2011,Mercedes,8,4
Hungary,31 Jul 2011,Mercedes,DNF,0
Belgium,28 Aug 2011,Mercedes,5,10
Italy,11 Sep 2011,Mercedes,5,10
Singapore,25 Sep 2011,Mercedes,DNF,0
Japan,09 Oct 2011,Mercedes,6,8
South Korea,16 Oct 2011,Mercedes,DNF,0
India,30 Oct 2011,Mercedes,5,10
Abu Dhabi,13 Nov 2011,Mercedes,7,6
Brazil,27 Nov 2011,Mercedes,15,0
