GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Malaysia,10 Apr 2011,HRT Cosworth,DNF,0
China,17 Apr 2011,HRT Cosworth,22,0
Turkey,08 May 2011,HRT Cosworth,22,0
Spain,22 May 2011,HRT Cosworth,DNF,0
Monaco,29 May 2011,HRT Cosworth,16,0
Canada,12 Jun 2011,HRT Cosworth,13,0
Europe,26 Jun 2011,HRT Cosworth,23,0
Great Britain,10 Jul 2011,HRT Cosworth,18,0
Germany,24 Jul 2011,HRT Cosworth,DNF,0
Hungary,31 Jul 2011,HRT Cosworth,20,0
Belgium,28 Aug 2011,HRT Cosworth,19,0
Italy,11 Sep 2011,HRT Cosworth,DNF,0
Singapore,25 Sep 2011,HRT Cosworth,20,0
Japan,09 Oct 2011,HRT Cosworth,23,0
South Korea,16 Oct 2011,HRT Cosworth,21,0
Abu Dhabi,13 Nov 2011,HRT Cosworth,20,0
Brazil,27 Nov 2011,HRT Cosworth,DNF,0
