POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,24,Jack Brabham,Cooper Climax,100,2:55:51.300,9
2,50,Tony Brooks,Ferrari,100,+20.400s,6
3,32,Maurice Trintignant,Cooper Climax,98,+2 laps,4
4,48,Phil Hill,Ferrari,97,+3 laps,3
5,22,Bruce McLaren,Cooper Climax,96,+4 laps,2
6,38,Roy Salvadori,Cooper Maserati,83,DNF,0
NC,30,Stirling Moss,Cooper Climax,81,DNF,0
NC,20,Ron Flockhart,BRM,64,DNF,0
NC,16,Harry Schell,BRM,48,DNF,0
NC,18,Jo Bonnier,BRM,44,DNF,0
NC,46,Jean Behra,Ferrari,24,DNF,0
NC,40,Graham Hill,Lotus Climax,21,DNF,0
NC,26,Masten Gregory,Cooper Climax,6,DNF,0
NC,44,Bruce Halford,Lotus Climax,1,DNF,0
NC,52,Cliff Allison,Ferrari,1,DNF,0
NC,6,Wolfgang von Trips,Porsche,1,DNF,0
