GRAND PRIX,DATE,CAR,RACE POSITION,PTS
Australia,09 Mar 1997,Benetton Renault,4,3
Brazil,30 Mar 1997,Benetton Renault,2,6
Argentina,13 Apr 1997,Benetton Renault,6,1
San Marino,27 Apr 1997,Benetton Renault,DNF,0
Monaco,11 May 1997,Benetton Renault,9,0
Spain,25 May 1997,Benetton Renault,10,0
Germany,27 Jul 1997,Benetton Renault,1,10
Hungary,10 Aug 1997,Benetton Renault,8,0
Belgium,24 Aug 1997,Benetton Renault,6,1
Italy,07 Sep 1997,Benetton Renault,7,0
Austria,21 Sep 1997,Benetton Renault,10,0
Luxembourg,28 Sep 1997,Benetton Renault,4,3
Japan,12 Oct 1997,Benetton Renault,8,0
Europe,26 Oct 1997,Benetton Renault,4,3
